"1580","新麥企業股份有限公司","台北市復興南路一段342號9樓之4","	12461082","謝順和","呂國宏","黃宇彤","財務長","蕭淑娟","02-27033337","1983/09/27","2007/12/10",新台幣                 10.0000元,475800330,47580033,0,0,合併,"台新國際商業銀行股務代理部","02-25048125","台北市建國北路一段96號B1","勤業眾信聯合會計師事務所","仲偉","張耿禧","SINMAG","9F-4, NO.342, FU HSING S. ROAD, SEC. 1,TAIPEI, TAIWAN, ROC","02-27042574","sinmag.tw@sinmag.com.tw","www.sinmag.com.tw","http://www.sinmag.com.tw/tzrzq_list/interested-area.html"
"1584","精剛精密科技股份有限公司","台南市柳營區工一路15號(環保科技園區)","	80334042","陳興時","高景海","高景海","總經理","林美伶","06-6235143","2002/05/15","2007/11/28",新台幣                 10.0000元,1034705330,103470533,0,0,個別,"凱基證券股份有限公司","02-23148800","100 台北市重慶南路一段2號5樓","勤業眾信聯合會計師事務所","鄭欽宗","蔡振財","STC","No.15,Gong 1st Road,Da Nong Village, Liouying Township, Tain","06-6233311","http://www.s-tech.com.tw","http://www.s-tech.com.tw",""
"1586","和勤精機股份有限公司","彰化縣埔鹽鄉南新村好金路3巷28之1號","	86985605","邱東和","邱森玉","吳鳳雪","財務經理","林志豪","04-8655701","1992/11/09","2012/01/09",新台幣                 10.0000元,466432730,46643273,0,0,合併,"凱基證券股份有限公司","02-23892999","台北市重慶南路一段2號5樓","安永聯合會計師事務所","林鴻光","嚴文筆","CFTC","No.28-1,Ln.3, Hao Jin Rd.,Chang Hua Hsien, 516, Taiwan,R.O.C.","04-8655840","service@cftc.tw","http://www.cftc.tw",""
"1591","英屬開曼群島商駿吉控股(股)公司","P.O. B 10240, 4th Floor, Harbour Place, 103 South Church St.","	53650116","江文洲","江文洲","張志豪","行政辦公室主任","陳瑞春","+60-6-6779543","2009/11/19","2012/03/23",新台幣                 10.0000元,269194870,26919487,0,0,合併,"第一金證券股份有限公司","02-25635711","台北市長安東路一段22號5樓","安永聯合會計師事務所","徐榮煌","王彥鈞","INMAX","2F., No.25, Liao Yang 1 St. Beitun Dist.Taichung City 40667, Taiwan (R.O.C.)","+60-6-6793008","ky1591@inmax-fasteners.com","Http://www.inmax-fasteners.com",""
"1593","祺驊股份有限公司","新竹縣湖口鄉德興路231號","	97432341","徐鉦鑑","李穎哲","楊智誠","專案經理","楊樹鄰","03-6992860","1997/03/15","2012/06/13",新台幣                 10.0000元,303005600,30300560,0,0,合併,"富邦綜合證券(股)公司股務代理部","02-23611300","台北市許昌街17號2樓","勤業眾信聯合會計師事務所","賴冠仲","鄭淂蓁","CHI HUA","No. 231 , Dexing  Rd.HuKou Township , Hsinchu County,Taiwan","03-5906393","yang@chihua.com.tw","http://www.chihua.com.tw","www.chihua.com.tw"
"1595","川寶科技股份有限公司","桃園縣蘆竹鄉長興路三段277巷33號","	16860440","張鴻明","張鴻明","簡麗真","協理","唐世翰","03-3249948","1999/02/19","2011/10/04",新台幣 10.0000元,386874480,38687448,0,0,,"群益金鼎證券股份有限公司","02-27035000","台北巿敦化南路2段97號B2","勤業眾信聯合會計師事務所","方蘇立","林鴻鵬","CBT","No.33, Lane. 277, Sec. 3, Changxing Rd., Luzhu Township,Taoyuan County 338,Taiwan","03-3249968","spokesman@cbtech.com.tw","http://www.cbtech.com.tw/",""
"1597","直得科技股份有限公司","74145 台南市南部科學工業園區新市區大利一路3號","	16755427","陳麗芬","許明哲","李柏蒼","財務長","許俊敏","(06)505-5858","1998/10/19","2012/12/28",新台幣                 10.0000元,590189990,59018999,0,0,合併,"富邦綜合證券股份有限公司","(02)2361-1300","台北市10047中正區許昌街17號2樓","資誠聯合會計師事務所","林姿妤","劉子猛","cpc","No.3, Dali 1st Rd., Xinshi Dist., Southern Taiwan Science Park,Tainan City 74145,Taiwan (R.O.C.)","(06)505-5959","act07@mail2.chieftek.com","http://www.chieftek.com/",""
"1599","宏佳騰動力科技股份有限公司","台南市山上區南洲里南洲41號","	80621419","鍾杰霖","鍾杰霖","黃美玲","經理","鍾壽山","06-5783988","2003/12/25","2012/12/25",新台幣                 10.0000元,449805210,44980521,0,0,合併,"統一綜合證券股份有限公司","02-27463797","臺北市松山區東興路8號B1","資誠聯合會計師事務所","林姿妤","劉子猛","AEON","No.41,Nanzhou,Shanshang Dist.,Tainan City 74342,Taiwan(R.O.C.)","06-5783136","aeon@aeonmotor.com.tw","www.aeonmotor.com",""
"1742","台灣蠟品股份有限公司","嘉義縣民雄工業區中正路一號","	22625269","林哲印","卞模良","林裕勳","副總經理","陳昶宇","05-2219180","1987/08/13","2004/05/14",新台幣                 10.0000元,646905240,64690524,0,0,合併,"中國信託商業銀行代理部","02-66365566","台北市重慶南路一段83號5樓","正風聯合會計師事務所","賴永吉","曾國富","TWC","1,CHUNG CHENG ROAD,MINHSIUNG INDUSTRIAL PARK　CHIAYI TAIWAN REP.OF CHINA　","05-2130645","twx6688@ms26.hinet.net","http://www.wax.com.tw/","http://www.wax.com.tw/"
"1752","南光化學製藥股份有限公司","台南市新化區中山路1001號","	69275313","陳立賢","王玉杯","蔡文泳","處長","陳本忠","06-5984121","1973/08/20","2009/08/10",新台幣                 10.0000元,899628880,89962888,0,0,個別,"日盛證券股份有限公司","02-25419977","台北市中山區南京東路二段85號7F","資誠聯合會計師事務所台南所","劉子猛","李明憲","NANG KUANG　　","1001, CHUNG SHAN ROAD, SINHUA  CHEN　　TAINAN  HSIEN  , TAIWAN , R.O.C","06-5981845","nkcp@ms15.hinet.net","http://www.nangkuang.com.tw","www.nangkuang.com.tw"
"1777","生泰合成工業股份有限公司","台南市新營區開元路168號","	72197621","范進財","謝榮彬","謝榮彬","總經理","莊美琪","06-6362121~3","1982/11/09","2005/10/19",新台幣                 10.0000元,300595500,30059550,0,0,個別,"元大寶來證券股份有限公司","(02)2586-5859","103台北市大同區承德路3段210號B1","資誠聯合會計師事務所","李明憲","林姿妤","SYN-TECH","No.168 Kai Yuan Rd., Hsin Ying DistrictTainan City 73055, Taiwan, R.O.C","06-6351165","fc@syn-tech.com.tw","http://www.syn-tech.com.tw",""
"1781","合世生醫科技股份有限公司","新北市中和區建一路186號9樓","	97304042","楊國和","李紹弘","徐徇律","財務暨管理處副總","李淑芬","82271300","1996/12/16","2004/12/24",新台幣                 10.0000元,474076050,47407605,0,0,合併,"中國信託商業銀行","02-66365566","台北市中正區重慶南路一段八十三號五樓","資誠聯合會計師事務所","周筱姿","李秀玲","H&L","9F.NO.186 Jian Yi  Road Chung Ho CityTaipei,Taiwan","82271301","public@hlmt.com.tw","www.healthandlife.com.tw",""
"1784","訊聯生物科技股份有限公司","台北市內湖區新湖一路36巷28號1樓","	70836411","蔡政憲","劉天來","劉天來","總經理","楊志峰","(02)27951777","2000/08/17","2007/07/26",新台幣                 10.0000元,496889240,49688924,0,0,合併,"中國信託商業銀行(股)公司代理部","(02)66365566","台北市重慶南路一段83號5樓","資誠聯合會計師事務所","鄧聖偉","葉冠妏","BIONET","1F,No.28, Ln. 36 , Xinhu 1st  Rd.Taipei  City 11497, , Taiwan","(02)27938009","investment@babybanks.com","http://www.babybanks.com",""
"1785","光洋應用材料科技股份有限公司","台南市安南區工業三路1號","	43787872","陳李賀","陳李賀","陳裕明","財務資訊中心副處長","黃啟峰","06-5110123","1978/08/29","2005/01/31",新台幣                 10.0000元,4085643460,408564346,0,0,合併,"群益金鼎證券股份有限公司","02-27025999","10601台北市大安區敦化南路2段97號B2","安永聯合會計師事務所","胡子仁","涂清淵","Solar","No.1, Gongye 3rd Rd., Annan Dist,Tainan City 70955, Taiwan (R.O.C.)","06-6001205","grant@solartech.com.tw","http://www.solartech.com.tw/tw/index.html",""
"1787","福盈科技化學股份有限公司","台北市松山區南京東路四段126號12樓","	12207266","莊才晉","莊才晉","賴宜廷","副總","蔡淑芬","(02)2578-8999","1978/12/28","2005/04/22",新台幣                 10.0000元,720045040,72004504,0,0,合併,"元大寶來證券(股)公司股務代理部","(02)2586-5859","台北市大同區承德路三段210號B1","勤業眾信聯合會計師事務所","鄭欽宗","柯志賢","JINTEX","12F., NO. 126, NANKING EAST ROAD, SEC. 4TAIPEI 105, TAIWAN, R.O.C.","(02)2579-8008","jintex@jintex.com.tw","http://www.jintex.com.tw","http://www.jintex.com.tw"
"1788","杏昌生技股份有限公司","台北市仁愛路2段47號5樓","	23161816","黃日華","吳雲明","李映芬","管理部經理","張耀元","6626-1166","1989/02/13","2009/07/20",新台幣                 10.0000元,350000000,35000000,0,0,合併,"中國信託商業銀行代理部","02-66365566","台北市重慶南路1段83號5樓","安侯建業聯合會計師事務所","王清松","陳蓓琪","HCI","8F-3, No. 2, Lane 609, Sec. 5, Chung Hsin Rd., San Chung City, Taipei, Taiwan,R.O.C.","2995-3363","jerry_pon@hiclearance.com.tw","www.hiclearance.com.tw",""
"1795","美時化學製藥股份有限公司","臺北市大安區信義路3段149號15樓","	11456110","林東和","史格瑞","洪堯樂","副總經理","鍾啟川、欒君儀","02-27785188","1966/06/30","2010/01/29",新台幣                 10.0000元,2384689990,238468999,151100000,0,合併,"台新國際商業銀行股務代理部","02-25048125","台北市建國北路一段96號地下一樓","	勤業眾信聯合會計師事務所","許秀明","林淑婉","Lotus Pharm","15F., No.149, Sec. 3, Xinyi Rd., Da’an Dist.TAIPEI, 106, TAIWAN","02-27115262","sa0024@lotuspharm.com","http://www.lotuspharm.com.tw",""
"1799","紅電醫學科技股份有限公司","新竹市科學園區展業一路9號2樓之2","	16570131","李世仁","許景琦","鄭夙君","財務長","謝治緯","(03)666-9596","1998/08/10","2008/11/10",新台幣                 10.0000元,654113930,65411393,26325611,0,合併,"群益金鼎證券股份有限公司","(02)2702-3999","台北市大安區敦化南路二段97號B2","勤業眾信聯合會計師事務所","李振銘","林文欽","Actherm","Suite 2, 2F, No.9, Jhanye 1st Road, Hsinchu Science Park, 30078 HsinChu, TAIWAHsinchu Science Park,Hsinchu 300,TAIWAN","(03)666-9697","spokesman@actherm.com.tw","http://www.actherm.com.tw","http://www.actherm.com.tw"
"1813","寶利徠光學科技股份有限公司","33759桃園縣大園鄉南港村許厝港29-32號","	84449952","宋一新","李瑞賢","李瑞賢","總經理","黃菽萍","03-3853934","1993/09/22","2009/08/04",新台幣                 10.0000元,466355100,46635510,0,0,合併,"群益金鼎證券股份有限公司","02-27023999","台北市松山區敦化南路二段97號B2","勤業眾信聯合會計師事務所","林安惠","鄭欽宗","Polylite","29-32 Hsu-Tzu-Kang, Ta-Yuan Hsiang,Tao-Yuan County, Taiwan, R.O.C.","03-3863837","info@gialens.com.tw","http://www.gialens.com.tw?@",""
"1815","富喬工業股份有限公司","雲林縣斗六市榴南里斗工十六路8號","	16834268","張元賓","張元賓","謝銘男","副總經理","曾永銘","02-27357658","1999/01/14","2006/01/23",新台幣                 10.0000元,4044883640,404488364,0,0,合併,"富喬工業股份有限公司股務室","02-2705-1333","台北市敦化南路二段九十八號十二樓","勤業眾信聯合會計師事務所","劉建良","王儀雯","FFG","NO8.Dou Kong 16 RoadDou Leu City,Taiwan.","02-27357698","jeffrey@ffg.com.tw","http://www.ffg.com.tw","?L"
"2035","唐榮鐵工廠股份有限公司","高雄市小港區沿海二路四號","	75460005","張復盛","黃鴻都","邱滄敏","代理管理副總經理","劉岳前","07-8022811","1955/04/26","2006/07/07",新台幣                 10.0000元,3500000000,350000000,0,0,合併,"群益金鼎證券股份有限公司","02-2702-3999","台北市敦化南路2段97號地下2樓","安侯建業會計師事務所","簡蒂暖","池世欽","TE　　","No.4,  Yen Hai 2nd Rd., Hsiao Kang .,Kaohsiung City,Taiwan ROC","07-8010801","nty@mail.tangeng.com.tw","http://www.tangeng.com.tw",""
"2061","風青實業股份有限公司","高雄市大寮區建民街3號","	89260422","陳福得","陳福得","蔡玉賢","稽核經理","黃麗玲","07-7873942","1994/09/10","2010/12/09",新台幣                 10.0000元,621480760,62148076,0,0,合併,"中國信託商業銀行代理部","02-66365566","台北市重慶南路一段83號6樓","資誠聯合會計師事務所","廖阿甚","林姿妤","FENG CHING","No.3, Jianmin St., Daliao Dist.Kaohsiung City 831, Taiwan (R.O.C.)","07-7871016","r7873942@ms23.hinet.net","http://www.fcm.com.tw",""
"2063","世鎧精密股份有限公司","高雄市岡山區本洲里本工一路一號","	86637206","杜泰源","林上安","林上安","總經理","鄭守傑","07-6225669","1992/04/28","2010/09/07",新台幣                 10.0000元,432689670,43268967,0,0,合併,"永豐金證券股份有限公司","02-23816288","10044台北市中正區博愛路17號3樓","勤業眾信聯合會計師事務所","江佳玲","陳珍麗","SHEH KAI","NO.1, Ben Gong 1st Rd., Ben Chou Industrial Park, Kangshan TownKaohsiung82059, Taiwan","07-6230964","roger@shehkai.com.tw","www.shehkai.com.tw",""
"2064","晉椿工業股份有限公司","50544彰化縣鹿港鎮鹿工路24號","	30826319","陳陽輝","高進義","高進義","總經理","何玉蘭","04-7810000","1971/05/10","2014/12/26",新台幣                 10.0000元,700000000,70000000,0,0,個別,"群益金鼎證券股份有限公司","02-27035000","台北市大安區敦化南路二段97號B2","安侯建業聯合會計師事務所","黃柏淑","呂莉莉","CAMELLIA","No.24, Lugong Rd., Chang Bin Industrial ParkLugang Town, Chang Hua County , Taiwan","04-7810099","cametal.taiwan@msa.hinet.net","http://www.camelliametal.com.tw","http://www.camelliametal.com.tw"
"2066","世德工業股份有限公司","高雄市大寮區(831)大發工業區華西路20號","	22546808","陳光裕","吳森富","顏蘋","財務長","黃雅鈴","07-7889168","1988/01/29","2013/09/24",新台幣                 10.0000元,360401700,36040170,0,0,個別,"台新國際商銀股務代理部","02-25048125","台北市中山區建國北路一段96號B1","資誠聯合會計師事務所","王國華","林億彰","Sumeeko","No.20,HuaxiRd.,Ta-Fa Industrial Dist.Kaohsiung County 831 Taiwan,R.O.C.","07-7887868","invest@sumeeko.com","www.sumeeko.com","www.sumeeko.com"
"2067","嘉義鋼鐵股份有限公司","(62155)嘉義縣民雄鄉民雄工業區成功二街21號","	66402912","曹光照","陳金多","曹恆健","副總經理","蕭景淑","(05)2211411","1974/04/11","2014/05/26",新台幣                 10.0000元,284327500,28432750,0,0,合併,"華南永昌綜合證券股份有限公司","(02)2718-6425","10574 台北市民生東路四段54號4樓","勤業眾信聯合會計師事務所","江佳玲","陳珍麗","CYSTEEL","21 Chenggong 2nd St. Minxiong Township,Chia Yi County, Taiwan","(05)2208033","abby@mail.cysteel.com.tw","http://www.cysteel.com.tw/",""
"2221","大甲永和機械工業股份有限公司","台中市大甲區幼獅路69號","	56615319","黃士峰","鍾志清","黃麟翔","董事長特別助理","劉筠芃","04-26815496","1977/08/19","2007/08/01",新台幣                 10.0000元,424250000,42425000,0,0,合併,"凱基證券股份有限公司","02-2389-2999","台北市重慶南路一段2號5樓","勤業眾信聯合會計師事務所","蔣淑菁","成德潤","YHMCO　","No.69 ,Yu-Shih Rd., Dajia Dist.Taichung City  437, Taiwan","04-26815456","chic@yhmco.com.tw","http://www.yhmco.com.tw/","http://www.yhmco.com.tw/responsibility/relationship.php"
"2230","泰茂實業股份有限公司","(72046)台南市官田區二鎮里實踐街10號","	86070187","呂萬賢","呂萬傑","呂萬傑","總經理","姜林元德","06-6991235","1991/02/06","2013/04/18",新台幣                 10.0000元,396173380,39617338,0,0,合併,"兆豐證券股份有限公司","(02)3393-0898","臺北市忠孝東路二段95號8樓","勤業眾信聯合會計師事務所","廖鴻儒","王燕景","C.T.I.","10 Shih Chien Street Kuan Tien Industrial ParkTainan City 720, Taiwan (R.O.C.)","06-6990675","cti@mail.ctico.com.tw","http://www.ctico.com.tw/",""
"2233","宇隆科技股份有限公司","台中市梧棲區經二路59號","	22702791","劉俊昌","陳國政","劉信宏","總經理室經理","吳曉蕊","04-26575790","1987/12/29","2011/11/14",新台幣                 10.0000元,492147660,49214766,0,0,合併,"中國信託商業銀行代理部","02-66365566","台北市重慶南路一段83號5樓","安永聯合會計師事務所","涂清淵","林鴻光","TURVO","NO.59,Jing  Er Rd.,Wuci Dist.,Taichung City,Taiwan","04-26575780","sales@mail.turvo.com.tw","http://www.turvo.com.tw",""
"2235","謚源實業股份有限公司","33378桃園縣龜山鄉大華村頂湖路24號","	22479934","吳碣石","吳碣石","林順謙","財務長","吳哲瑋","(03)3973868","1987/04/16","2014/12/15",新台幣                 10.0000元,318780000,318780000,0,0,個別,"統一證券股份有限公司股務代理部","(02)27478266","台北市松山區東興路8號B1樓","安永聯合會計師事務所","蕭翠慧","黃世杰","I YUAN","No.24,Dinghu Rd.,Guishan TownshipTaoyuan County,Taiwan(R.O.C.)","(03)3973199","james@tiy-motor.com.tw","www.tiy-motor.com",""
"2596","綠意開發股份有限公司","台北市市民大道五段69號2樓","	12860948","許燈城","許燈城","陳秋忠","副總經理","林秀娟","(02)8787-8096","2001/05/04","2009/06/01",新台幣                 10.0000元,827315240,82731524,0,0,合併,"福邦證券股份有限公司","(02)2181-2688","台北市民生東路一段51號3樓","安侯建業聯合會計師事務所","黃柏淑","呂莉莉","ReaLy","2F,NO.69,CIVIL BOULEVARD, Sec.5Taipei, Taiwan, R.O.C.","(02)8787-3416","services@realycorp.com.tw","www.realycorp.com.tw",""
"2636","台驊國際投資控股股份有限公司","台北市信義區忠孝東路四段 563 號 12樓","	22358734","顏益財","顏益財","萬心寧","副總經理","劉坤堂","27532093","1987/02/04","2009/03/31",新台幣                 10.0000元,1014775690,101477569,10740713,0,合併,"群益金鼎證券股務代理部","02-2703-5000","臺北市大安區敦化南路二段97號B2","安侯建業聯合會計師事務所","陳蓓琪","林恒昇","T3EX","12F. , No. 563 , Sec . 4, Zhongxiao E. Rd . ,Xinyi District ,Taipei City 11072 , Taiwan","27657197","spokesman@thi-group.com","www.thi-group.com","www.thi-group.com"
"2640","台灣大車隊股份有限公司","台北市中山區長安東路二段162號2樓","	27767961","林村田","李瓊淑","李瓊淑","總經理","王正中","02-25160966","2005/09/09","2012/11/07",新台幣                 10.0000元,421155000,42115500,0,0,合併,"群益金鼎證券股份有限公司","02-27035000","台北市大安區敦化南路二段97號B2","資誠聯合會計師事務所","支秉鈞","吳漢期","TaiwanTaxi","2F., No.162, Sec. 2, Chang’an E. Rd., Zhongshan Dist.,Taipei City 104, Taiwan (R.O.C.)","02-25160900","ir@taiwantaxi.com.tw","www.taiwantaxi.com.tw","http://www.taiwantaxi.com.tw/taiwantaxi/invest.asp"
"2641","正德海運股份有限公司","(802)高雄市苓雅區海邊路31號3樓","	16467798","蔡邦權","吳文仁","林勝鶴","管理處副總經理","謝汶岱","07-9697988","1998/09/29","2014/10/09",新台幣                 10.0000元,1195000000,119500000,0,0,合併,"元大寶來證券(股)股務代理部","02-25865859","台北市承德路三段210號地下一樓","資誠聯合會計師事務所","王國華","劉子猛","Franbo Lines","3F, No.31, Haibian Rd., Lingya Dist.,Kaohsiung City 802, Taiwan (R.O.C.)","07-9697997","stock@franbo.com.tw","www.franbo.com.tw",""
"2718","桃園大飯店股份有限公司","桃園市桃園區大興路269號","	12198180","楊顯玲","張志誠(暫代)","蔣朝棟","執行副總經理","程碧霞","03-3255688","1977/04/08","2011/03/29",新台幣                 10.0000元,225760000,22576000,0,0,個別,"日盛證券股份有限公司","02-25419977","臺北市中山區南京東路二段85號7樓","勤業眾信聯合會計師事務所","韋亮發","邱政俊","TAOYUAN","No.269,Dah Shing Rd;Taoyuan City, Taiwan","03-3251222","hotel@ms3.hinet.net","http://www.taoyuanhotel.com.tw","http://www.taoyuanhotel.com.tw/investor-information"
"2719","燦星國際旅行社股份有限公司","台北市內湖區堤頂大道一段333號5樓","	80355209","陳彥君","林淑美","待補","0","陳美華","(02)8178-3100","2003/02/24","2012/02/24",新台幣                 10.0000元,362920000,36292000,0,0,合併,"元大寶來證券股份有限公司","(02)2586-5859","台北市承德路三段210號B1","資誠聯合會計師事務所","張淑瓊","杜佩玲","Star Travel","5F,No 333 TiDing Blvd.Sec 1Taipei, Taiwan","(02)2796-6168","-","www.startravel.com.tw","www.startravel.com.tw"
"2724","富驛酒店集團有限公司","台北市中山區南京東路三段77號9樓","	28982799","侯尊中","侯尊中","侯嘉禎","董事長室副總經理","羅莉萍","(02)5572-0798","2002/01/15","2012/05/29",新台幣                 10.0000元,381722900,38172290,0,0,合併,"第一金證券股份有限公司","(02)2563-5711","台北市中山區長安東路一段22號5樓","勤業眾信聯合會計師事務所","葉東煇","黃樹傑","FX HOTELS","9F., No.77, Sec. 3, Nanjing E. Rd., Zhongshan Dist.,Taipei City 104, Taiwan (R.O.C.)","(02)2509-0977","fxhotelsgroup@fxhotels.com","www.fxhotelsgroup.com",""
"2726","雅茗天地股份有限公司","上海市普陀區交通路4711號李子園大廈17樓","	38634004","吳伯超","劉志文","鄧仁榮","董事長特別助理","葛德斌","+862152163499","2009/12/22","2014/12/24",新台幣                 10.0000元,273502800,27350280,0,0,合併,"中國信託商業銀行股份有限公司","(02)6636-5566","台北市中正區重慶南路一段83號5樓","勤業眾信會計師事務所","余鴻賓","洪國田","Yummy Town","Clifton  House, 75 Fort Street, PO BOX 1350,Grand CaymanCayman  Island","2790 0601","affairs@yummy-town.com","www.yummy-town.com",""
"2729","瓦城泰統股份有限公司","新北市中和區建一路176號7樓之1","	70843031","徐承義","徐承義","許瀚云","IR 經理","張雅惠","(02)2248-3988","2000/09/08","2012/09/17",新台幣                 10.0000元,232660000,23266000,0,0,合併,"群益金鼎證券股份有限公司","(02)2702-3999","台北市敦化南路二段97號B2","資誠聯合會計師事務所","游淑芬","林鈞堯","TTFB","7F.-1, No.176, Jian 1st Rd., Zhonghe Dist.,New Taipei City 235, Taiwan (R.O.C.)","(02)2248-5228","IR@ttfb.com","http://www.ttfb.com","http://www.ttfb.com/index.php?category=3&subject=1"
