1312,?ЛхЦм,TW0001312007,1988/12/21,ф╕Кх?,хбСш?х╖ецен,ESVUFR
1313,?пц?,TW0001313005,1989/3/27,ф╕Кх?,хбСш?х╖ецен,ESVUFR
1314,ф╕нчЯ│??TW0001314003,1991/7/12,ф╕Кх?,хбСш?х╖ецен,ESVUFR,
1315,?ФцЦ░,TW0001315000,1992/5/9,ф╕Кх?,хбСш?х╖ецен,ESVUFR
1316,ф╕Кц?,TW0001316008,1992/10/15,ф╕Кх?,?Цхн╕х╖ецен,ESVUFR
1319,?▒щЩ╜,TW0001319002,1994/12/12,ф╕Кх?,хбСш?х╖ецен,ESVUFR
1321,хдзц?,TW0001321008,1999/1/26,ф╕Кх?,хбСш?х╖ецен,ESVUFR
1323,ц░╕ш?,TW0001323004,2000/9/11,ф╕Кх?,хбСш?х╖ецен,ESVUFR
1324,?░ч?,TW0001324002,2000/9/11,ф╕Кх?,хбСш?х╖ецен,ESVUFR
1325,?Жхдз,TW0001325009,2000/9/11,ф╕Кх?,хбСш?х╖ецен,ESVUFR
1326,?░х?,TW0001326007,1984/12/20,ф╕Кх?,хбСш?х╖ецен,ESVUFR
1337,F-?Нч?,KYG0539R1039,2011/7/1,ф╕Кх?,хбСш?х╖ецен,ESVUFR
1338,F-х╗?Пп,KYG451001070,2012/12/19,ф╕Кх?,ц▒╜ш?х╖ецен,ESVUFR
1339,?нш?,TW0001339000,2012/4/24,ф╕Кх?,хбСш?х╖ецен,ESVUFR
1340,F-?Эц?,KYG935971054,2013/12/6,ф╕Кх?,хбСш?х╖ецен,ESVUFR
1402,?ацЭ▒??TW0001402006,1967/4/14,ф╕Кх?,ч┤бч?ч║Цч╢н,ESVUFR,
1409,?░ч?,TW0001409001,1973/8/31,ф╕Кх?,ч┤бч?ч║Цч╢н,ESVUFR
1410,?Чц?,TW0001410009,1973/10/18,ф╕Кх?,ч┤бч?ч║Цч╢н,ESVUFR
1413,хоПц┤▓,TW0001413003,1975/12/23,ф╕Кх?,ч┤бч?ч║Цч╢н,ESVUFR
1414,?▒х?,TW0001414001,1976/2/2,ф╕Кх?,ч┤бч?ч║Цч╢н,ESVUFR
1416,х╗??,TW0001416006,1976/4/20,ф╕Кх?,ч┤бч?ч║Цч╢н,ESVUFR
1417,?Йш?,TW0001417004,1976/12/28,ф╕Кх?,ч┤бч?ч║Цч╢н,ESVUFR
1418,?▒шПп,TW0001418002,1977/2/14,ф╕Кх?,ч┤бч?ч║Цч╢н,ESVUFR
1419,?░ч┤б,TW0001419000,1977/3/14,ф╕Кх?,ч┤бч?ч║Цч╢н,ESVUFR
1423,?йшПп,TW0001423002,1979/4/2,ф╕Кх?,ч┤бч?ч║Цч╢н,ESVUFR
1432,хдзщнп??TW0001432003,1982/7/26,ф╕Кх?,ч┤бч?ч║Цч╢н,ESVUFR,
1434,чжПц?,TW0001434009,1985/12/24,ф╕Кх?,ч┤бч?ч║Цч╢н,ESVUFR
1435,ф╕нч?,TW0001435006,1987/12/28,ф╕Кх?,?╢ф?це?ESVUFR,
1436,?пх???TW0001436004,1988/4/11,ф╕Кх?,х╗║ц??ЯщАацен,ESVUFR,
1437,?дч???TW0001437002,1988/11/10,ф╕Кх?,?Кх?щлФцен,ESVUFR,
1438,шгХш?,TW0001438000,1988/12/15,ф╕Кх?,х╗║ц??ЯщАацен,ESVUFR
1439,ф╕нх?,TW0001439008,1989/5/22,ф╕Кх?,ч┤бч?ч║Цч╢н,ESVUFR
1440,?Чч┤б,TW0001440006,1989/10/3,ф╕Кх?,ч┤бч?ч║Цч╢н,ESVUFR
1441,хдзцЭ▒,TW0001441004,1989/10/27,ф╕Кх?,ч┤бч?ч║Цч╢н,ESVUFR
1442,?Нш?,TW0001442002,1989/11/16,ф╕Кх?,х╗║ц??ЯщАацен,ESVUFR
1443,члЛч?,TW0001443000,1990/4/21,ф╕Кх?,ч┤бч?ч║Цч╢н,ESVUFR
1444,?Ыщ?,TW0001444008,1990/8/8,ф╕Кх?,ч┤бч?ч║Цч╢н,ESVUFR
1445,хдзх?,TW0001445005,1991/2/5,ф╕Кх?,ч┤бч?ч║Цч╢н,ESVUFR
1446,хоПх?,TW0001446003,1991/10/15,ф╕Кх?,ч┤бч?ч║Цч╢н,ESVUFR
1447,?Ыщ╡м,TW0001447001,1992/1/28,ф╕Кх?,ч┤бч?ч║Цч╢н,ESVUFR
1449,ф╜│х?,TW0001449007,1992/3/12,ф╕Кх?,ч┤бч?ч║Цч╢н,ESVUFR
1451,х╣┤ш?,TW0001451003,1992/12/21,ф╕Кх?,ч┤бч?ч║Цч╢н,ESVUFR
1452,хоПч?,TW0001452001,1992/12/28,ф╕Кх?,ч┤бч?ч║Цч╢н,ESVUFR
1453,хдзх?,TW0001453009,1993/4/19,ф╕Кх?,ч┤бч?ч║Цч╢н,ESVUFR
1454,?░х?,TW0001454007,1993/5/7,ф╕Кх?,ч┤бч?ч║Цч╢н,ESVUFR
1455,?Жч?,TW0001455004,1993/10/7,ф╕Кх?,ч┤бч?ч║Цч╢н,ESVUFR
1456,?бшПп,TW0001456002,1993/12/9,ф╕Кх?,ч┤бч?ч║Цч╢н,ESVUFR
1457,хоЬщА?TW0001457000,1994/10/20,ф╕Кх?,ч┤бч?ч║Цч╢н,ESVUFR,
1459,?пчЩ╝,TW0001459006,1994/10/26,ф╕Кх?,ч┤бч?ч║Цч╢н,ESVUFR
1460,хоПщ?,TW0001460004,1995/4/28,ф╕Кх?,ч┤бч?ч║Цч╢н,ESVUFR
1463,х╝╖ч?,TW0001463008,1996/12/5,ф╕Кх?,ч┤бч?ч║Цч╢н,ESVUFR
1464,х╛Чх?,TW0001464006,1997/1/18,ф╕Кх?,ч┤бч?ч║Цч╢н,ESVUFR
1465,?ЙхЕи,TW0001465003,1997/9/8,ф╕Кх?,ч┤бч?ч║Цч╢н,ESVUFR
1466,?Ъщ?,TW0001466001,1998/4/4,ф╕Кх?,ч┤бч?ч║Цч╢н,ESVUFR
1467,?Чч╖п,TW0001467009,1998/12/21,ф╕Кх?,ч┤бч?ч║Цч╢н,ESVUFR
1468,?╢х?,TW0001468007,1999/1/21,ф╕Кх?,ч┤бч?ч║Цч╢н,ESVUFR
1469,?Жщ?,TW0001469005,1999/2/5,ф╕Кх?,ч┤бч?ч║Цч╢н,ESVUFR
1470,хдзч╡▒??TW0001470003,1999/5/21,ф╕Кх?,ч┤бч?ч║Цч╢н,ESVUFR,
1471,щжЦхИй,TW0001471001,2000/3/6,ф╕Кх?,?╗х??╢ч?ф╗╢цен,ESVUFR
1472,ф╕Йц?ч┤?TW0001472009,2000/9/11,ф╕Кх?,ч┤бч?ч║Цч╢н,ESVUFR,
1473,?░х?,TW0001473007,2000/9/11,ф╕Кх?,ч┤бч?ч║Цч╢н,ESVUFR
1474,х╝Шш?,TW0001474005,2000/10/31,ф╕Кх?,ч┤бч?ч║Цч╢н,ESVUFR
1475,?мч?,TW0001475002,2000/10/27,ф╕Кх?,ч┤бч?ч║Цч╢н,ESVUFR
1476,?Тщ┤╗,TW0001476000,2001/4/18,ф╕Кх?,ч┤бч?ч║Цч╢н,ESVUFR
1477,?ЪщЩ╜,TW0001477008,2003/1/21,ф╕Кх?,ч┤бч?ч║Цч╢н,ESVUFR
1503,хглщЫ╗,TW0001503001,1969/12/15,ф╕Кх?,?╗ц?цйЯцв░,ESVUFR
1504,?▒х?,TW0001504009,1973/11/5,ф╕Кх?,?╗ц?цйЯцв░,ESVUFR
1506,цн??,TW0001506004,1980/8/11,ф╕Кх?,?╗ц?цйЯцв░,ESVUFR
1507,ц░╕хдз,TW0001507002,1989/11/9,ф╕Кх?,?╗ц?цйЯцв░,ESVUFR
1512,?ЮхИй,TW0001512002,1994/1/28,ф╕Кх?,?╗ц?цйЯцв░,ESVUFR
1513,ф╕нш???TW0001513000,1994/3/8,ф╕Кх?,?╗ц?цйЯцв░,ESVUFR,
1514,ф║Юх?,TW0001514008,1994/3/26,ф╕Кх?,?╗ц?цйЯцв░,ESVUFR
1515,?Ых▒▒,TW0001515005,1995/2/4,ф╕Кх?,?╗ц?цйЯцв░,ESVUFR
1516,х╖Эщ?,TW0001516003,1995/4/1,ф╕Кх?,?╢ф?це?ESVUFR,
1517,?йх?,TW0001517001,1995/11/14,ф╕Кх?,?╗ц?цйЯцв░,ESVUFR
1519,?пх?,TW0001519007,1997/4/16,ф╕Кх?,?╗ц?цйЯцв░,ESVUFR
1521,хдзх?,TW0001521003,1997/10/6,ф╕Кх?,?╗ц?цйЯцв░,ESVUFR
1522,?дч╢нше?TW0001522001,1997/10/6,ф╕Кх?,?╗ц?цйЯцв░,ESVUFR,
1524,?┐щ?,TW0001524007,1998/10/30,ф╕Кх?,?╗ц?цйЯцв░,ESVUFR
1525,ц▒ЯчФ│,TW0001525004,1999/5/15,ф╕Кх?,?╗ц?цйЯцв░,ESVUFR
1526,?ещж│,TW0001526002,2000/3/27,ф╕Кх?,?╗ц?цйЯцв░,ESVUFR
1527,?╜хЕи,TW0001527000,2000/6/21,ф╕Кх?,?╗ц?цйЯцв░,ESVUFR
1528,?йх╛╖,TW0001528008,2000/9/11,ф╕Кх?,?╗ц?цйЯцв░,ESVUFR
1529,циВхгл,TW0001529006,2000/9/11,ф╕Кх?,?╗ц?цйЯцв░,ESVUFR
1530,ф║Юх┤┤,TW0001530004,2000/9/11,ф╕Кх?,?╗ц?цйЯцв░,ESVUFR
1531,щлШц???TW0001531002,2000/9/11,ф╕Кх?,?╗ц?цйЯцв░,ESVUFR,
1532,?дч?,TW0001532000,2000/9/11,ф╕Кх?,?╝щР╡х╖ецен,ESVUFR
1533,ш╗Кч???TW0001533008,2001/4/6,ф╕Кх?,?╗ц?цйЯцв░,ESVUFR,
1535,ф╕нх?,TW0001535003,2001/9/17,ф╕Кх?,?╗ц?цйЯцв░,ESVUFR
1536,?Мхдз,TW0001536001,2001/9/17,ф╕Кх?,?╗ц?цйЯцв░,ESVUFR
1537,х╗??,TW0001537009,2002/1/22,ф╕Кх?,?╗ц?цйЯцв░,ESVUFR
1538,цн?│░??TW0001538007,2002/8/26,ф╕Кх?,?╗ц?цйЯцв░,ESVUFR,
1539,х╖их║н,TW0001539005,2002/10/29,ф╕Кх?,?╗ц?цйЯцв░,ESVUFR
1540,?мч?,TW0001540003,2002/8/26,ф╕Кх?,?╗ц?цйЯцв░,ESVUFR
1541,?йц│░,TW0001541001,2003/3/19,ф╕Кх?,?╗ц?цйЯцв░,ESVUFR
1558,ф╝╕ш?,TW0001558005,2014/12/23,ф╕Кх?,?╗ц?цйЯцв░,ESVUFR
1560,ф╕нч?,TW0001560001,2005/1/31,ф╕Кх?,?╗ц?цйЯцв░,ESVUFR
1568,?Йф?,TW0001568004,2014/5/14,ф╕Кх?,?╗ц?цйЯцв░,ESVUFR
1582,ф┐бщМж,TW0001582005,2009/12/17,ф╕Кх?,?╗х??╢ч?ф╗╢цен,ESVUFR
1583,чиЛц│░,TW0001583003,2008/1/24,ф╕Кх?,?╗ц?цйЯцв░,ESVUFR
1589,F-ц░╕х?,KYG984291065,2012/4/27,ф╕Кх?,?╗ц?цйЯцв░,ESVUFR
1590,F-ф║Юх╛╖,KYG014081064,2010/12/13,ф╕Кх?,?╗ц?цйЯцв░,ESVUFR
1592,F-?▒ч?,KYG316231045,2014/10/16,ф╕Кх?,?╗ц?цйЯцв░,ESVUFR
1603,?пщЫ╗,TW0001603009,1968/6/3,ф╕Кх?,?╗хЩи?╗ч?,ESVUFR
1604,?▓хп╢,TW0001604007,1970/12/14,ф╕Кх?,?╗хЩи?╗ч?,ESVUFR
1605,?пцЦ░,TW0001605004,1972/11/3,ф╕Кх?,?╗хЩи?╗ч?,ESVUFR
1608,?пцжо,TW0001608008,1988/7/11,ф╕Кх?,?╗хЩи?╗ч?,ESVUFR
1609,хдзф?,TW0001609006,1988/12/12,ф╕Кх?,?╗хЩи?╗ч?,ESVUFR
1611,ф╕нщЫ╗,TW0001611002,1990/1/16,ф╕Кх?,?╗хЩи?╗ч?,ESVUFR
1612,хоПц│░,TW0001612000,1993/5/8,ф╕Кх?,?╗хЩи?╗ч?,ESVUFR
1613,?░ф?,TW0001613008,1995/10/20,ф╕Кх?,?╗хЩи?╗ч?,ESVUFR
1614,ф╕Йц???TW0001614006,1997/9/18,ф╕Кх?,?╗хЩи?╗ч?,ESVUFR,
1615,хдзх▒▒,TW0001615003,2000/3/30,ф╕Кх?,?╗хЩи?╗ч?,ESVUFR
1616,?Дц│░,TW0001616001,2000/9/11,ф╕Кх?,?╗хЩи?╗ч?,ESVUFR
1617,цжоц?,TW0001617009,2000/9/11,ф╕Кх?,?╗хЩи?╗ч?,ESVUFR
1618,?Иц?,TW0001618007,2000/9/11,ф╕Кх?,?╗хЩи?╗ч?,ESVUFR
1626,F-?╛ч?,KYG0135T1076,2013/3/21,ф╕Кх?,?╗хЩи?╗ч?,ESVUFR
1701,ф╕нх?,TW0001701001,1962/2/9,ф╕Кх?,?Яц??лч?це?ESVUFR,
1702,?Чх?,TW0001702009,1973/5/30,ф╕Кх?,щгЯх?х╖ецен,ESVUFR
1704,цжох?,TW0001704005,1977/12/17,ф╕Кх?,?Цхн╕х╖ецен,ESVUFR
1707,?бш???TW0001707008,1982/12/20,ф╕Кх?,?Яц??лч?це?ESVUFR,,
1708,?▒щ╣╝,TW0001708006,1986/6/16,ф╕Кх?,?Цхн╕х╖ецен,ESVUFR
1709,?Мч?,TW0001709004,1986/7/3,ф╕Кх?,?Цхн╕х╖ецен,ESVUFR
1710,?▒шБп,TW0001710002,1987/10/21,ф╕Кх?,?Цхн╕х╖ецен,ESVUFR
1711,ц░╕х?,TW0001711000,1988/12/27,ф╕Кх?,?Цхн╕х╖ецен,ESVUFR
1712,?Иш╛▓,TW0001712008,1989/12/14,ф╕Кх?,?Цхн╕х╖ецен,ESVUFR
1713,?Лх?,TW0001713006,1990/1/31,ф╕Кх?,?Цхн╕х╖ецен,ESVUFR
1714,?Мц?,TW0001714004,1991/8/30,ф╕Кх?,?Цхн╕х╖ецен,ESVUFR
1715,?мц┤▓,TW0001715001,1992/12/28,ф╕Кх?,хбСш?х╖ецен,ESVUFR
1717,?╖ш?,TW0001717007,1994/3/31,ф╕Кх?,?Цхн╕х╖ецен,ESVUFR
1718,ф╕нч?,TW0001718005,1963/12/2,ф╕Кх?,?Цхн╕х╖ецен,ESVUFR
1720,?Ящ?,TW0001720001,1995/12/12,ф╕Кх?,?Яц??лч?це?ESVUFR,
1721,ф╕Йц?,TW0001721009,1996/5/16,ф╕Кх?,?Цхн╕х╖ецен,ESVUFR
1722,?░шВе,TW0001722007,1998/3/24,ф╕Кх?,?Цхн╕х╖ецен,ESVUFR
1723,ф╕нчв│,TW0001723005,1998/11/27,ф╕Кх?,?Цхн╕х╖ецен,ESVUFR
1724,?░ч?,TW0001724003,1995/3/30,ф╕Кх?,?Цхн╕х╖ецен,ESVUFR
1725,?Гч?,TW0001725000,2000/9/11,ф╕Кх?,?Цхн╕х╖ецен,ESVUFR
1726,ц░╕ш?,TW0001726008,2000/9/11,ф╕Кх?,?Цхн╕х╖ецен,ESVUFR
1727,ф╕ншПп??TW0001727006,2000/9/11,ф╕Кх?,?Цхн╕х╖ецен,ESVUFR,
1729,х┐Еч?,TW0001729002,2001/3/21,ф╕Кх?,?Яц??лч?це?ESVUFR,
1730,?▒ф?хн?TW0001730000,2001/9/17,ф╕Кх?,?Цхн╕х╖ецен,ESVUFR,
1731,ч╛ОхР╛??TW0001731008,2001/9/17,ф╕Кх?,?Яц??лч?це?ESVUFR,,
1732,цпЫхп╢,TW0001732006,2001/9/17,ф╕Кх?,?Цхн╕х╖ецен,ESVUFR
1733,ф║Фщ?,TW0001733004,2001/9/17,ф╕Кх?,?Яц??лч?це?ESVUFR,
1734,?Пш?,TW0001734002,2002/8/26,ф╕Кх?,?Яц??лч?це?ESVUFR,
1735,?ех???TW0001735009,2002/8/26,ф╕Кх?,?Цхн╕х╖ецен,ESVUFR,
1736,?мх▒▒,TW0001736007,2003/1/9,ф╕Кх?,?Яц??лч?це?ESVUFR,
1737,?║щ╣╜,TW0001737005,2003/11/18,ф╕Кх?,щгЯх?х╖ецен,ESVUFR
1762,ф╕нх???TW0001762003,2010/12/20,ф╕Кх?,?Яц??лч?це?ESVUFR,,
1773,?Эф?,TW0001773000,2009/2/27,ф╕Кх?,?Цхн╕х╖ецен,ESVUFR
1783,?Мх║╖??TW0001783009,2013/12/20,ф╕Кх?,?Яц??лч?це?ESVUFR,,
1786,чзСх?,TW0001786002,2013/11/12,ф╕Кх?,?Яц??лч?це?ESVUFR,
1789,чеЮщ?,TW0001789006,2011/9/29,ф╕Кх?,?Яц??лч?це?ESVUFR,
1802,?░чО╗,TW0001802007,1973/7/20,ф╕Кх?,?╗ч??╢чУ╖,ESVUFR
1805,хп╢х?,TW0001805000,1989/10/20,ф╕Кх?,х╗║ц??ЯщАацен,ESVUFR
1806,?аш?,TW0001806008,1992/9/29,ф╕Кх?,?╗ч??╢чУ╖,ESVUFR
1808,ц╜дщ?,TW0001808004,1994/10/26,ф╕Кх?,х╗║ц??ЯщАацен,ESVUFR
1809,ф╕нщ?,TW0001809002,1996/4/30,ф╕Кх?,?╗ч??╢чУ╖,ESVUFR
1810,?Мц?,TW0001810000,1991/10/14,ф╕Кх?,?╗ч??╢чУ╖,ESVUFR
1817,?▒ц?шб?TW0001817005,2013/10/24,ф╕Кх?,?╗ч??╢чУ╖,ESVUFR,
1902,?░ч?,TW0001902005,1962/2/9,ф╕Кх?,?ач?х╖ецен,ESVUFR
1903,хглч?,TW0001903003,1963/12/9,ф╕Кх?,?ач?х╖ецен,ESVUFR
1904,цн??,TW0001904001,1971/9/10,ф╕Кх?,?ач?х╖ецен,ESVUFR
1905,?пч?,TW0001905008,1975/2/7,ф╕Кх?,?ач?х╖ецен,ESVUFR
1906,хп╢щ?,TW0001906006,1976/4/26,ф╕Кх?,?ач?х╖ецен,ESVUFR
1907,ц░╕ш?щд?TW0001907004,1977/2/22,ф╕Кх?,?ач?х╖ецен,ESVUFR,
1909,цжоц?,TW0001909000,1985/11/19,ф╕Кх?,?ач?х╖ецен,ESVUFR
2002,ф╕нщЛ╝,TW0002002003,1974/12/26,ф╕Кх?,?╝щР╡х╖ецен,ESVUFR
2006,?▒щЛ╝,TW0002006004,1988/7/13,ф╕Кх?,?╝щР╡х╖ецен,ESVUFR
2007,?Бш?,TW0002007002,1988/10/4,ф╕Кх?,?╝щР╡х╖ецен,ESVUFR
2008,щлШш???TW0002008000,1988/12/28,ф╕Кх?,?╝щР╡х╖ецен,ESVUFR,
2009,чммф???TW0002009008,1989/10/20,ф╕Кх?,?╝щР╡х╖ецен,ESVUFR,
2010,?ец?,TW0002010006,1989/12/22,ф╕Кх?,?╝щР╡х╖ецен,ESVUFR
2012,?ещЫи,TW0002012002,1991/10/17,ф╕Кх?,?╝щР╡х╖ецен,ESVUFR
2013,ф╕нщЛ╝цз?TW0002013000,1992/1/21,ф╕Кх?,?╝щР╡х╖ецен,ESVUFR,
2014,ф╕нщ┤╗,TW0002014008,1992/2/20,ф╕Кх?,?╝щР╡х╖ецен,ESVUFR
2015,ш▒Рш?,TW0002015005,1992/5/25,ф╕Кх?,?╝щР╡х╖ецен,ESVUFR
2017,хоШчФ░??TW0002017001,1992/11/2,ф╕Кх?,?╝щР╡х╖ецен,ESVUFR,
2020,ч╛Оф?,TW0002020005,1993/4/27,ф╕Кх?,?╝щР╡х╖ецен,ESVUFR
2022,?Ъф║и,TW0002022001,1995/3/27,ф╕Кх?,?╝щР╡х╖ецен,ESVUFR
2023,?Бш?,TW0002023009,1995/7/28,ф╕Кх?,?╝щР╡х╖ецен,ESVUFR
2024,х┐ЧшБп,TW0002024007,1995/12/30,ф╕Кх?,?╝щР╡х╖ецен,ESVUFR
2025,?Гш?,TW0002025004,1996/2/8,ф╕Кх?,?╝щР╡х╖ецен,ESVUFR
2027,хдзц???TW0002027000,1996/10/24,ф╕Кх?,?╝щР╡х╖ецен,ESVUFR,
2028,хиБшЗ┤,TW0002028008,1996/12/13,ф╕Кх?,?╝щР╡х╖ецен,ESVUFR
2029,?Ыщ?,TW0002029006,1997/1/11,ф╕Кх?,?╝щР╡х╖ецен,ESVUFR
2030,х╜░ц?,TW0002030004,1998/12/24,ф╕Кх?,?╝щР╡х╖ецен,ESVUFR
2031,?░х???TW0002031002,2000/9/11,ф╕Кх?,?╝щР╡х╖ецен,ESVUFR,
2032,?░щЛ╝,TW0002032000,2000/9/11,ф╕Кх?,?╝щР╡х╖ецен,ESVUFR
2033,ф╜│хдз,TW0002033008,2000/9/11,ф╕Кх?,?╝щР╡х╖ецен,ESVUFR
2034,?Бх╝╖,TW0002034006,2001/9/17,ф╕Кх?,?╝щР╡х╖ецен,ESVUFR
2038,ц╡╖х?,TW0002038007,2008/12/30,ф╕Кх?,?╝щР╡х╖ецен,ESVUFR
2049,ф╕Кщ?,TW0002049004,2009/6/26,ф╕Кх?,?╗ц?цйЯцв░,ESVUFR
2059,х╖Эц?,TW0002059003,2008/6/25,ф╕Кх?,?╗х??╢ч?ф╗╢цен,ESVUFR
2062,цйЛцд┐,TW0002062007,2007/11/16,ф╕Кх?,?╢ф?це?ESVUFR,
2101,?Чц╕п,TW0002101003,1963/11/1,ф╕Кх?,цйбш?х╖ецен,ESVUFR
2102,ц│░ш?,TW0002102001,1979/7/16,ф╕Кх?,цйбш?х╖ецен,ESVUFR
2103,?░цйб,TW0002103009,1982/9/25,ф╕Кх?,цйбш?х╖ецен,ESVUFR
2104,ф╕нцйб,TW0002104007,1986/7/15,ф╕Кх?,цйбш?х╖ецен,ESVUFR
2105,цн?Ц░,TW0002105004,1987/12/7,ф╕Кх?,цйбш?х╖ецен,ESVUFR
2106,х╗║хдз,TW0002106002,1990/12/20,ф╕Кх?,цйбш?х╖ецен,ESVUFR
2107,?Ъч?,TW0002107000,1992/3/3,ф╕Кх?,цйбш?х╖ецен,ESVUFR
2108,?Чх?,TW0002108008,1992/10/27,ф╕Кх?,цйбш?х╖ецен,ESVUFR
2109,?пш?,TW0002109006,2000/5/8,ф╕Кх?,цйбш?х╖ецен,ESVUFR
2114,?лц░╕??TW0002114006,2010/12/29,ф╕Кх?,цйбш?х╖ецен,ESVUFR,
2115,F-?нц?,KYG5700L1086,2013/12/25,ф╕Кх?,цйбш?х╖ецен,ESVUFR
2201,шгХщ?,TW0002201001,1976/7/8,ф╕Кх?,ц▒╜ш?х╖ецен,ESVUFR
2204,ф╕ншПп,TW0002204005,1991/3/12,ф╕Кх?,ц▒╜ш?х╖ецен,ESVUFR
2206,ф╕ЙщЩ╜,TW0002206000,1996/7/29,ф╕Кх?,ц▒╜ш?х╖ецен,ESVUFR
2207,?Мц│░ш╗?TW0002207008,1997/2/25,ф╕Кх?,ц▒╜ш?х╖ецен,ESVUFR,
2208,?░шИ╣,TW0002208006,2008/12/22,ф╕Кх?,?кщ?це?ESVUFR,
2227,шгХцЧеш╗?TW0002227006,2004/12/21,ф╕Кх?,ц▒╜ш?х╖ецен,ESVUFR,
2228,?Нщ?,TW0002228004,2013/11/25,ф╕Кх?,?╗ц?цйЯцв░,ESVUFR
2231,?║х?,TW0002231008,2010/11/19,ф╕Кх?,?╗ц?цйЯцв░,ESVUFR
2301,?Йхп╢чз?TW0002301009,1995/11/17,ф╕Кх?,?╗шЕж?КщА▒щ?шинх?це?ESVUFR,,
2302,щ║Чцнг,TW0002302007,1985/1/15,ф╕Кх?,?Кх?щлФцен,ESVUFR
2303,?пщЫ╗,TW0002303005,1985/7/16,ф╕Кх?,?Кх?щлФцен,ESVUFR
2305,?их?,TW0002305000,1988/10/21,ф╕Кх?,?╗шЕж?КщА▒щ?шинх?це?ESVUFR,
2308,?░щ???TW0002308004,1988/12/19,ф╕Кх?,?╗х??╢ч?ф╗╢цен,ESVUFR,
2311,?ец???TW0002311008,1989/7/19,ф╕Кх?,?Кх?щлФцен,ESVUFR,
